id,employer,scheme_name,category,disciplines,opening_date,deadline,rolling_basis,locations,url,status,notes,verified,last_verified,last_scraped
balfour-beatty-grad-2027,Balfour Beatty,Graduate Training Programme,Graduate Scheme,Civil Engineering;Mechanical Engineering;Electrical & Electronics,2026-09-01,2027-02-28,FALSE,London;Various UK,https://jobs.balfourbeatty.com/early-careers,not_yet_open,,TRUE,,
laing-orourke-grad-2027,Laing O'Rourke,Graduate Engineer,Graduate Scheme,Civil Engineering;Mechanical Engineering;Systems Engineering,2026-09-01,2027-01-31,FALSE,Dartford,https://www.laingorourke.com/careers/graduates/,not_yet_open,,TRUE,,
network-rail-grad-2027,Network Rail,Graduate Scheme,Graduate Scheme,Civil Engineering;Electrical & Electronics;Systems Engineering;Mechanical Engineering,2026-09-01,2026-11-30,FALSE,London;York;Birmingham,https://www.networkrail.co.uk/careers/early-careers/graduate-programme/,not_yet_open,High demand — apply promptly when scheme opens.,TRUE,,
national-highways-grad-2027,National Highways,Graduate Scheme,Graduate Scheme,Civil Engineering;Systems Engineering;Electrical & Electronics,2026-10-01,2027-01-31,FALSE,Birmingham,https://www.nationalhighways.co.uk/careers/early-careers/,not_yet_open,,TRUE,,
tfl-grad-2027,Transport for London,Graduate Engineering Scheme,Graduate Scheme,Civil Engineering;Electrical & Electronics;Systems Engineering;Mechanical Engineering,2026-09-01,2026-12-31,FALSE,London,https://careers.tfl.gov.uk/students-and-graduates/,not_yet_open,,TRUE,,
jlr-grad-2027,Jaguar Land Rover,Engineering Graduate Programme,Graduate Scheme,Mechanical Engineering;Electrical & Electronics;Software Engineering;Systems Engineering,2026-09-01,2026-12-31,FALSE,Coventry;Solihull,https://www.jaguarlandrover.com/careers/graduates,not_yet_open,,TRUE,,
dyson-grad-2027,Dyson,Graduate Engineer,Graduate Scheme,Mechanical Engineering;Electrical & Electronics;Software Engineering;Robotics & Automation,2026-09-01,2026-12-31,FALSE,Malmesbury,https://www.dyson.com/graduate-programs,not_yet_open,,TRUE,,
renishaw-grad-2027,Renishaw,Graduate Development Programme,Graduate Scheme,Mechanical Engineering;Software Engineering;Robotics & Automation;Biomedical Engineering,2026-09-01,2027-02-28,FALSE,Wotton-under-Edge,https://www.renishaw.com/en/graduate-development-programme--6462,not_yet_open,,TRUE,,
bp-grad-2027,BP,Engineering Graduate Programme,Graduate Scheme,Chemical Engineering;Mechanical Engineering;Software Engineering;Renewable Energy,2026-09-01,2026-12-31,FALSE,London;Aberdeen,https://www.bp.com/en/global/corporate/careers/students-and-graduates.html,not_yet_open,Often fills ahead of the stated deadline.,TRUE,,
shell-grad-2027,Shell,Engineering Graduate Programme,Graduate Scheme,Chemical Engineering;Mechanical Engineering;Renewable Energy;Software Engineering,2026-09-01,2026-11-30,FALSE,London,https://www.shell.co.uk/careers/students-and-graduates.html,not_yet_open,Historically closes in November — apply immediately on opening.,TRUE,,
johnson-matthey-grad-2027,Johnson Matthey,Graduate Scheme,Graduate Scheme,Chemical Engineering;Mechanical Engineering,2026-10-01,2027-02-28,FALSE,London;Royston,https://matthey.com/en/careers/graduates,not_yet_open,,TRUE,,
wood-grad-2027,Wood,Graduate Engineer,Graduate Scheme,Chemical Engineering;Mechanical Engineering;Renewable Energy;Civil Engineering,,,TRUE,Aberdeen;Various UK,https://www.woodplc.com/careers/students-and-graduates,rolling,Roles posted on a rolling basis throughout the year.,TRUE,,
medtronic-grad-2027,Medtronic,Engineering Graduate Programme,Graduate Scheme,Biomedical Engineering;Mechanical Engineering;Software Engineering;Electrical & Electronics,2026-09-01,2027-01-31,FALSE,Various UK,https://jobs.medtronic.com/jobs/student-and-graduate,not_yet_open,,TRUE,,
smith-nephew-grad-2027,Smith & Nephew,Graduate Engineer,Graduate Scheme,Biomedical Engineering;Mechanical Engineering,2026-10-01,2027-02-28,FALSE,Hull;London,https://careers.smith-nephew.com/early-careers,not_yet_open,,TRUE,,
siemens-healthineers-grad-2027,Siemens Healthineers,Graduate Engineer,Graduate Scheme,Biomedical Engineering;Electrical & Electronics;Software Engineering;Systems Engineering,2026-10-01,2027-01-31,FALSE,Oxford;London,https://www.siemens-healthineers.com/en-uk/careers/students-graduates,not_yet_open,,TRUE,,
ge-healthcare-grad-2027,GE HealthCare,Engineering Graduate Programme,Graduate Scheme,Biomedical Engineering;Electrical & Electronics;Software Engineering,2026-09-01,2027-01-31,FALSE,Chalfont St Giles,https://careers.gehealthcare.com/students-and-graduates,not_yet_open,,TRUE,,
atkins-placement-2027,Atkins (SNC-Lavalin),Year in Industry Placement,Industrial Placement,Civil Engineering;Mechanical Engineering;Electrical & Electronics,2026-10-01,2027-02-28,FALSE,Various UK,https://careers.atkins.com/early-careers,open,,TRUE,2026-06-24,2026-06-24
rolls-royce-placement-2027,Rolls-Royce,Year in Industry,Industrial Placement,Aerospace Engineering;Mechanical Engineering;Electrical & Electronics;Software Engineering,2026-10-01,2027-01-31,FALSE,Derby;Bristol,https://careers.rolls-royce.com/united-kingdom/students,not_yet_open,,TRUE,,
bae-systems-placement-2027,BAE Systems,Year in Industry,Industrial Placement,Aerospace Engineering;Mechanical Engineering;Software Engineering;Systems Engineering,2026-10-01,2027-02-28,FALSE,Various UK,https://www.baesystems.com/en/careers/careers-in-the-uk/students,not_yet_open,,TRUE,,
jlr-placement-2027,Jaguar Land Rover,Year in Industry,Industrial Placement,Mechanical Engineering;Electrical & Electronics;Software Engineering,2026-10-01,2027-01-31,FALSE,Coventry;Solihull,https://www.jaguarlandrover.com/careers/students,not_yet_open,,TRUE,,
astrazeneca-placement-2027,AstraZeneca,Industrial Placement,Industrial Placement,Chemical Engineering;Biomedical Engineering,2026-10-01,2026-12-31,FALSE,Cambridge;Macclesfield,https://careers.astrazeneca.com/students,not_yet_open,Competitive — apply as early as possible after opening.,TRUE,,
gsk-placement-2027,GSK,Industrial Placement,Industrial Placement,Chemical Engineering;Biomedical Engineering;Mechanical Engineering,2026-10-01,2026-12-31,FALSE,Stevenage;Brentford,https://www.gsk.com/en-gb/careers/students-and-graduates/,not_yet_open,,TRUE,,
siemens-summer-2027,Siemens,Summer Internship Programme,Summer Internship,Mechanical Engineering;Electrical & Electronics;Software Engineering;Robotics & Automation,2026-11-01,2027-01-31,FALSE,Various UK,https://www.siemens.com/uk/en/company/jobs/students-graduates.html,open,,TRUE,2026-06-24,2026-06-24
bp-summer-2027,BP,Engineering Summer Internship,Summer Internship,Chemical Engineering;Mechanical Engineering;Software Engineering;Renewable Energy,2026-11-01,2027-01-31,FALSE,London;Aberdeen,https://www.bp.com/en/global/corporate/careers/students-and-graduates.html,not_yet_open,,TRUE,,
shell-summer-2027,Shell,Engineering Summer Internship,Summer Internship,Chemical Engineering;Mechanical Engineering;Renewable Energy,2026-11-01,2027-01-31,FALSE,London,https://www.shell.co.uk/careers/students-and-graduates.html,not_yet_open,,TRUE,,
national-grid-summer-2027,National Grid,Engineering Summer Internship,Summer Internship,Electrical & Electronics;Renewable Energy;Systems Engineering,2026-11-01,2027-02-28,FALSE,Warwick;London,https://careers.nationalgrid.com/early-careers,not_yet_open,,TRUE,,
rolls-royce-summer-2027,Rolls-Royce,Summer Internship,Summer Internship,Aerospace Engineering;Mechanical Engineering;Software Engineering,2026-11-01,2026-12-31,FALSE,Derby;Bristol,https://careers.rolls-royce.com/united-kingdom/students,not_yet_open,,TRUE,,
